representation,preproc,metric,algorithm,k,ari,nmi,bal_acc
ring_dual_permsym,z-length,correlation,kmeans,6,0.06795499445208045,0.09904371922655875,0.6570657316190794
kmer2,z-length,euclidean,ward,5,0.06776806663396265,0.11548208462633495,0.6890688484443702
kmer23,z+pca10,cosine,ward,6,0.06773774624339504,0.13456166694319743,0.7480937273891022
kmer2,z-length,correlation,complete,5,0.06769524402547467,0.10094006978134326,0.7156175210107418
kmer3,z-length,cosine,ward,4,0.0676151677180566,0.09046593317885178,0.6983636667223243
kmer3,z-length,correlation,ward,4,0.0676151677180566,0.09046593317885178,0.6983636667223243
knots+ring,z+pca10,cosine,single,5,0.06751027312474513,0.10663473320355926,0.6822786219179607
ring_spectrum,z+pca10,cosine,single,3,0.06748208213813663,0.08087313809420586,0.6552846885957588
letters,z,cosine,single,5,0.06706476506414201,0.06568727617938323,0.6175766683363945
letters,z,correlation,single,5,0.06706476506414201,0.06568727617938323,0.6175766683363945
letters,z+pca10,cosine,single,5,0.06706476506414201,0.06568727617938323,0.6175766683363945
ring+whitehead+syll,z+pca10,cosine,single,6,0.06686731687413137,0.11666018095545913,0.6822786219179607
ring+whitehead+syll,z+pca10,cosine,dbscan_q5,6,0.06686731687413137,0.11666018095545913,0.6822786219179607
kmer3,z,correlation,spectral,4,0.06682273394416409,0.09994248498881722,0.7109422830745256
kmer23,z,cosine,spectral,4,0.06682273394416409,0.09994248498881717,0.7109422830745256
kmer23,z,correlation,spectral,4,0.06682273394416409,0.09994248498881717,0.7109422830745256
kmer2,z-length,cosine,complete,5,0.06671927801886982,0.10097474039445123,0.7168976456837535
kmer3,z-length,cosine,spectral,6,0.06659355521865554,0.09929873957607044,0.7138643067846607
letters,z,euclidean,average,3,0.0665626939003586,0.05995752539454385,0.6131518895753325
letters,z,cosine,single,3,0.0665626939003586,0.05995752539454385,0.6131518895753325
letters,z,correlation,single,3,0.0665626939003586,0.05995752539454385,0.6131518895753325
letters,z+pca10,cosine,single,3,0.0665626939003586,0.05995752539454385,0.6131518895753325
letters,z+pca10,correlation,single,3,0.0665626939003586,0.05995752539454385,0.6131518895753325
ring_dual_permsym,z,correlation,spectral,5,0.06650712596940705,0.07799693116773938,0.6500807035119942
ring+whitehead+syll,z+pca10,correlation,spectral,2,0.06643875548254975,0.046462496785216634,0.6266488562364334
all,z,cosine,complete,2,0.06643875548254975,0.046462496785216634,0.6266488562364334
ring_dual_permsym,z-length,euclidean,ward,6,0.06638397296453805,0.10572881570713794,0.6787165358713196
kmer2,z-length,cosine,complete,6,0.06635671206809524,0.09850364686449305,0.7168976456837535
kmer2,z-length,correlation,complete,6,0.06633669884987728,0.09985490067304256,0.7156175210107418
kmer3,z-length,correlation,spectral,5,0.06626529231550525,0.0995105115806465,0.7067679634886179
ring_dual_sym,z+pca10,correlation,dbscan_q5,8,0.06622070646643158,0.1326344297890399,0.7358768854010129
kmer3,z-length,cosine,spectral,5,0.06616083394648349,0.1018934669134847,0.6934936272054322
kmer23,z,correlation,average,6,0.06609684889753095,0.11729402649972,0.725858518394835
kmer4,z+pca10,euclidean,ward,6,0.06608423710606574,0.12139870460406091,0.7273612734457617
whitehead,z-length,euclidean,ward,3,0.06608021423148012,0.05926622849107726,0.6105916402293093
kmer23,z,cosine,average,6,0.06605687269693873,0.11733926546690905,0.7284187677408582
shape (control),z+pca10,correlation,dbscan_q5,15,0.06597818179609835,0.14495093927249944,0.770941169922636
shape (control),z,cosine,dbscan_q5,16,0.06579276828266427,0.14445909476587018,0.770941169922636
shape (control),z+pca10,cosine,dbscan_q5,16,0.06579276828266427,0.14445909476587018,0.770941169922636
knots,z,euclidean,kmeans,5,0.06576444373196082,0.11640918783904883,0.6454054655757777
knots,z,cosine,kmeans,5,0.06576444373196082,0.11640918783904883,0.6454054655757777
knots,z,correlation,kmeans,5,0.06576444373196082,0.11640918783904883,0.6454054655757777
knots,z+pca10,euclidean,kmeans,5,0.06576444373196082,0.11640918783904883,0.6454054655757777
knots,z+pca10,cosine,kmeans,5,0.06576444373196082,0.11640918783904883,0.6454054655757777
knots,z+pca10,correlation,kmeans,5,0.06576444373196082,0.11640918783904883,0.6454054655757777
all,z+pca10,correlation,single,4,0.06573076675708471,0.08476414661130914,0.6600434129236934
kmer2,z+pca10,euclidean,ward,6,0.06562973054937156,0.1316217942159356,0.7023431847275561
kmer3,z-length,correlation,average,6,0.06559588153731194,0.10927590836792853,0.7093282128346412
knots,z,euclidean,complete,6,0.06548922940539492,0.12621299800615188,0.6607947904491568
knots,z+pca10,euclidean,complete,6,0.06548922940539492,0.12621299800615188,0.6607947904491568
ring_dual_sym,z+pca10,euclidean,ward,2,0.0654891184334515,0.15116827976398828,0.6809984972449491
ring_dual_sym,z+pca10,euclidean,average,2,0.0654891184334515,0.15116827976398828,0.6809984972449491
ring_dual_sym,z+pca10,euclidean,complete,2,0.0654891184334515,0.15116827976398828,0.6809984972449491
kmer23,z-length,euclidean,spectral,5,0.06538790995468112,0.07690674715910027,0.7007012856904324
ring+whitehead+syll,z-length,correlation,complete,6,0.06514230904344084,0.11106002535668139,0.7260811487727501
whitehead,z,cosine,single,5,0.06510103500417869,0.209483484982342,0.7494851672510714
whitehead,z+pca10,cosine,single,5,0.06510103500417869,0.209483484982342,0.7494851672510714
kmer2,z-length,euclidean,kmeans,6,0.06500867691650578,0.11048396137660192,0.715478377024545
kmer2,z-length,cosine,kmeans,6,0.06500867691650578,0.11048396137660192,0.715478377024545
kmer2,z-length,correlation,kmeans,6,0.06500867691650578,0.11048396137660192,0.715478377024545
knots,z-length,cosine,complete,6,0.06497988704384242,0.06794882702071488,0.6866199142873044
letters,z-length,cosine,spectral,6,0.06489868072883147,0.10266421744008,0.7244670785328657
letters,z-length,correlation,spectral,6,0.06489868072883147,0.10266421744008,0.7244670785328657
all,z+pca10,correlation,single,5,0.06475722880805176,0.12147762196419118,0.6600434129236934
kmer2,z,euclidean,spectral,6,0.0646261825278121,0.11810816317819435,0.7352924806589859
whitehead,z-length,cosine,ward,2,0.06437563477959751,0.03846458865728597,0.6087271108142706
whitehead,z-length,cosine,average,2,0.06437563477959751,0.03846458865728597,0.6087271108142706
ring_autocorr,z-length,euclidean,spectral,2,0.06437563477959751,0.03846458865728597,0.6087271108142706
ring_dual_permsym,z+pca10,correlation,complete,2,0.06437563477959751,0.09348078946897802,0.6637724717537707
whitehead,z-length,cosine,dbscan_q10,12,0.06428572131581561,0.18278109422953917,0.749958256804141
ring+whitehead+syll,z+pca10,cosine,single,5,0.06425793915144062,0.13001135916678563,0.6822786219179607
kmer4,z-length,correlation,spectral,5,0.06423596592794338,0.09725017947812868,0.6846440696833083
letters,z-length,euclidean,complete,6,0.06415979304251793,0.08766764604975344,0.6418155507318974
kmer23,z,cosine,ward,6,0.06409398328154624,0.13720357145773596,0.7302832971558969
kmer23,z,correlation,ward,6,0.06409398328154624,0.13720357145773596,0.7302832971558969
ring_spectrum,z-length,cosine,average,4,0.06403059039052965,0.10989740980870026,0.7072132242444482
ring_dual_permsym,z-length,cosine,average,3,0.06402226110987862,0.06682681444257714,0.6688094840540992
ring_dual_permsym,z-length,correlation,average,3,0.06402226110987862,0.06682681444257714,0.6688094840540992
ring+whitehead+syll,z-length,cosine,complete,6,0.0639836966449842,0.1358631558525742,0.7328435465019202
kmer2,z+pca10,cosine,ward,6,0.0639730046277142,0.10632717062274065,0.7017587799855289
kmer2,z+pca10,cosine,ward,5,0.06387859799399222,0.11556650121538878,0.7017587799855289
ring_dual,z-length,euclidean,spectral,5,0.0637343735151057,0.09372838253022156,0.6948850670674014
letters,z,cosine,single,4,0.0635816480358557,0.06107661099390248,0.6131518895753325
letters,z,correlation,single,4,0.0635816480358557,0.06107661099390248,0.6131518895753325
letters,z+pca10,cosine,single,4,0.0635816480358557,0.06107661099390248,0.6131518895753325
kmer2,z-length,cosine,spectral,3,0.06345819586591882,0.06221889954945613,0.6485501196638281
kmer2,z-length,correlation,spectral,3,0.06345819586591882,0.06221889954945613,0.6485501196638281
shape (control),z,correlation,dbscan_q5,8,0.063455576186657,0.14188037146765495,0.7016752935938109
kmer4,z-length,cosine,spectral,5,0.06309418469229579,0.095940105326989,0.6846440696833083
kmer2,z+pca10,cosine,single,6,0.06300988687808393,0.07856571027136929,0.6571492180107976
shape (control),z-length,cosine,complete,2,0.06278998166004753,0.04654622515246982,0.627344576167418
ring_dual_permsym,z-length,cosine,average,5,0.06278869011572537,0.09802619593201299,0.6875660933934435
kmer2,z+pca10,cosine,complete,3,0.06275408916361644,0.0696371071701169,0.6600712417209328
ring_spectrum,z-length,correlation,ward,6,0.06254604495198242,0.09513944148260947,0.706545333110703
ring+whitehead+syll,z-length,correlation,complete,5,0.06253676675344699,0.12243577400494039,0.7260811487727501
ring_dual,z-length,euclidean,complete,6,0.0624214080999127,0.06758298502114454,0.6431791617966272
kmer23,z+pca10,correlation,ward,6,0.06238494613632325,0.1377980406212539,0.7480937273891022
syllable,z-length,correlation,ward,6,0.06231448256383195,0.07651560373115032,0.6299326543106807
kmer3,z+pca10,euclidean,kmeans,4,0.0622847841956333,0.10021362156927659,0.6827795402682696
kmer3,z+pca10,cosine,kmeans,4,0.0622847841956333,0.10021362156927659,0.6827795402682696
kmer3,z+pca10,correlation,kmeans,4,0.0622847841956333,0.10021362156927659,0.6827795402682696
syllable,z-length,cosine,complete,6,0.06218556151924995,0.07732200298356598,0.667056269828018
kmer4,z,euclidean,kmeans,6,0.06218146430114056,0.09419664890033287,0.6997829353815328
kmer4,z,cosine,kmeans,6,0.06218146430114056,0.09419664890033287,0.6997829353815328
kmer4,z,correlation,kmeans,6,0.06218146430114056,0.09419664890033287,0.6997829353815328
ring+whitehead+syll,z+pca10,cosine,single,4,0.0621624626117424,0.13504961230901497,0.6735403795847943
ring+whitehead+syll,z+pca10,correlation,single,4,0.0621624626117424,0.13504961230901497,0.6735403795847943
whitehead,z,correlation,spectral,2,0.06213812665880631,0.040614107313530566,0.617103578783325
ring_spectrum,z-length,euclidean,complete,3,0.0621116976541074,0.07320789202861688,0.637585573551511
kmer3,z,euclidean,ward,6,0.061900988824426385,0.13363747307415189,0.7386597651249514
ring_autocorr,z-length,cosine,spectral,6,0.06182299661959698,0.10066432068718088,0.6766293760783659
knots,z,correlation,ward,2,0.061725155995310914,0.07257460779641814,0.6516669449546391
knots+ring,z,euclidean,complete,4,0.06165584495849783,0.05388492662888082,0.5939500194801581
all,z-length,euclidean,kmeans,6,0.061618457464152065,0.10767166367476691,0.7213224244448155
all,z-length,cosine,kmeans,6,0.061618457464152065,0.10767166367476691,0.7213224244448155
all,z-length,correlation,kmeans,6,0.061618457464152065,0.10767166367476691,0.7213224244448155
kmer2,z+pca10,correlation,single,6,0.061573199107529744,0.06697769980901667,0.5767239939889798
shape (control),z-length,cosine,single,4,0.06142249997033848,0.09905020601005511,0.6876774085824011
shape (control),z-length,correlation,single,4,0.06142249997033848,0.09905020601005513,0.6876774085824011
kmer2,z,cosine,complete,6,0.0613358312481782,0.11077633845965441,0.7328435465019202
kmer2,z,correlation,complete,6,0.0613358312481782,0.11077633845965441,0.7328435465019202
whitehead,z,euclidean,dbscan_q10,10,0.06125830658575553,0.22766944361066488,0.7036511381978071
whitehead,z+pca10,euclidean,dbscan_q10,10,0.06125830658575553,0.22766944361066488,0.7036511381978071
kmer4,z-length,euclidean,kmeans,6,0.06113575291279674,0.09930496363745211,0.7115266878165525
kmer4,z-length,cosine,kmeans,6,0.06113575291279674,0.09930496363745211,0.7115266878165525
kmer4,z-length,correlation,kmeans,6,0.06113575291279674,0.09930496363745211,0.7115266878165525
ring_dual,z+pca10,correlation,single,4,0.061028086394987205,0.12418649803536806,0.6735403795847943
kmer3,z-length,cosine,ward,3,0.06102500585148484,0.0698801506304764,0.6384204374686926
kmer3,z-length,correlation,ward,3,0.06102500585148484,0.0698801506304764,0.6384204374686926
kmer2,z+pca10,correlation,spectral,4,0.06102370710692962,0.09520800306400487,0.7046529748984249
kmer2,z+pca10,correlation,complete,6,0.06091764870902475,0.10360416105298638,0.7296988924138699
syllable,z-length,correlation,ward,4,0.060877896235029455,0.06567961906011352,0.6408693716257583
syllable,z-length,correlation,complete,4,0.060877896235029455,0.0656796190601135,0.6408693716257583
ring_dual_sym,z-length,correlation,spectral,6,0.06080156244409412,0.09154661796722542,0.6954694718094283
ring_dual_sym,z-length,cosine,spectral,6,0.060767852365750656,0.08864741518370861,0.7009239160683476
knots+ring,z,euclidean,spectral,2,0.06062212076994527,0.03602311546959085,0.6055824567262202
kmer2,z,cosine,complete,3,0.060536459661232556,0.0679098406776398,0.6569265876328825
kmer2,z,correlation,complete,3,0.060536459661232556,0.0679098406776398,0.6569265876328825
kmer23,z-length,cosine,single,6,0.06051033674448369,0.059966641930065026,0.5835977069071074
ring_autocorr,z+pca10,euclidean,kmeans,2,0.06040222544657948,0.03562974179524536,0.6043023320532086
ring_autocorr,z+pca10,cosine,kmeans,2,0.06040222544657948,0.03562974179524536,0.6043023320532086
ring_autocorr,z+pca10,correlation,kmeans,2,0.06040222544657948,0.03562974179524536,0.6043023320532086
whitehead,z-length,correlation,complete,4,0.06028866925138598,0.04829083472877381,0.6447932320365114
kmer23,z-length,cosine,ward,5,0.06024353074698879,0.09838793593016198,0.6945232927032894
kmer23,z-length,correlation,ward,5,0.06024353074698879,0.09838793593016198,0.6945232927032894
ring_autocorr,z-length,correlation,spectral,6,0.0602177889421446,0.10350112599609773,0.6709244726442923
letters,z-length,euclidean,complete,5,0.06013903056174183,0.08728624172045123,0.6706740134691378
shape (control),z,cosine,spectral,6,0.06012740538946067,0.0899904359333861,0.6805810652863584
kmer2,z+pca10,cosine,complete,6,0.059869203932984436,0.1097641741477163,0.7354037958479434
syllable,z-length,correlation,ward,5,0.05984027073141986,0.07269277160455585,0.6408693716257583
shape (control),z+pca10,euclidean,complete,3,0.059835224296057185,0.10997209649951768,0.6619079423387322
whitehead,z,cosine,spectral,6,0.05980902037288996,0.12001668087651185,0.6546167974620137
whitehead,z+pca10,cosine,spectral,6,0.05980902037288996,0.12001668087651185,0.6546167974620137
shape (control),z,euclidean,complete,5,0.05976036925322514,0.09009717572958775,0.6181610730784216
shape (control),z-length,cosine,single,5,0.05973267785361614,0.0941312781859288,0.6876774085824011
shape (control),z-length,cosine,dbscan_q10,5,0.05973267785361614,0.09413127818592879,0.6876774085824011
shape (control),z-length,correlation,single,5,0.05973267785361614,0.09413127818592888,0.6876774085824011
kmer2,z+pca10,cosine,complete,4,0.059711664249037184,0.06466275863250179,0.6600712417209328
kmer3,z+pca10,euclidean,ward,5,0.05969096682791066,0.10947616592746594,0.672649858073134
whitehead,z-length,cosine,spectral,5,0.05967309044018579,0.12305676307808172,0.7107196526966104
letters,z-length,euclidean,complete,4,0.05965300118443001,0.08989269805982777,0.6706740134691378
knots,z-length,cosine,complete,5,0.059530872270594025,0.06850988029050115,0.6831134858351422
kmer2,z,cosine,complete,4,0.05950330089238659,0.0650929144116056,0.6569265876328825
kmer2,z,correlation,complete,4,0.05950330089238659,0.0650929144116056,0.6569265876328825
kmer3,z-length,cosine,complete,3,0.05933114062345243,0.042653615457808144,0.6220014470974564
kmer3,z-length,correlation,complete,3,0.05933114062345243,0.042653615457808144,0.6220014470974564
shape (control),z+pca10,euclidean,complete,4,0.05919865593652639,0.10863013479434754,0.6619079423387322
kmer2,z+pca10,correlation,complete,3,0.05905498824639997,0.06657283157017944,0.6556464629598708
ring_dual,z-length,cosine,single,6,0.05895353664720232,0.13992583103797787,0.588495575221239
ring_dual,z-length,correlation,single,6,0.05895353664720232,0.13992583103797787,0.588495575221239
